first_name,last_name,full_name,phone_number,email_address,SN,region,unique_id,date_hired,address,gender,age,branch,branch_status,branch_head,dept,dept_status,dept_head,associate_training,senior_training,managerial_training,att_ytd,_06_Jan_23,comment06012023,input_location_06_Jan_23,_13_Jan_23,comment13012023,input_location_13_Jan_23,_20_Jan_23,comment20012023,input_location_20_Jan_23,_27_Jan_23,comment27012023,input_location_27_Jan_23,_03_Feb_23,comment03022023,input_location_03_Feb_23,_10_Feb_23,comment10022023,input_location_10_Feb_23,_17_Feb_23,comment17022023,input_location_17_Feb_23,_24_Feb_23,comment24022023,input_location_24_Feb_23,_03_Mar_23,comment03032023,input_location_03_Mar_23,_10_Mar_23,comment10032023,input_location_10_Mar_23,_17_Mar_23,comment17032023,input_location_17_Mar_23,_24_Mar_23,comment24032023,input_location_24_Mar_23,_31_Mar_23,comment31032023,input_location_31_Mar_23,_07_Apr_23,comment07042023,input_location_07_Apr_23,_14_Apr_23,comment14042023,input_location_14_Apr_23,_21_Apr_23,comment21042023,input_location_21_Apr_23,_28_Apr_23,comment28042023,input_location_28_Apr_23,_05_May_23,comment05052023,input_location_05_May_23,_12_May_23,comment12052023,input_location_12_May_23,_19_May_23,comment19052023,input_location_19_May_23,_26_May_23,comment26052023,input_location_26_May_23,_02_Jun_23,comment02062023,input_location_02_Jun_23,_09_Jun_23,comment09062023,input_location_09_Jun_23,_16_Jun_23,comment16062023,input_location_16_Jun_23,_23_Jun_23,comment23062023,input_location_23_Jun_23,_30_Jun_23,comment30062023,input_location_30_Jun_23,_07_Jul_23,comment07072023,input_location_07_Jul_23,_14_Jul_23,comment14072023,input_location_14_Jul_23,_21_Jul_23,comment21072023,input_location_21_Jul_23,_28_Jul_23,comment28072023,input_location_28_Jul_23,_04_Aug_23,comment04082023,input_location_04_Aug_23,_11_Aug_23,comment11082023,input_location_11_Aug_23,_18_Aug_23,comment18082023,input_location_18_Aug_23,_25_Aug_23,comment25082023,input_location_25_Aug_23,_01_Sep_23,comment01092023,input_location_01_Sep_23,_08_Sep_23,comment08092023,input_location_08_Sep_23,_15_Sep_23,comment15092023,input_location_15_Sep_23,_22_Sep_23,comment22092023,input_location_22_Sep_23,_29_Sep_23,comment29092023,input_location_29_Sep_23,_06_Oct_23,comment06102023,input_location_06_Oct_23,_13_Oct_23,comment13102023,input_location_13_Oct_23,_20_Oct_23,comment20102023,input_location_20_Oct_23,_27_Oct_23,comment27102023,input_location_27_Oct_23,_03_Nov_23,comment03112023,input_location_03_Nov_23,_10_Nov_23,comment10112023,input_location_10_Nov_23,_17_Nov_23,comment17112023,input_location_17_Nov_23,_24_Nov_23,comment24112023,input_location_24_Nov_23,_01_Dec_23,comment01122023,input_location_01_Dec_23,_08_Dec_23,comment08122023,input_location_08_Dec_23,_15_Dec_23,comment15122023,input_location_15_Dec_23,_22_Dec_23,comment22122023,input_location_22_Dec_23,_29_Dec_23,comment29122023,input_location_29_Dec_23
Thomas,Griffin,Thomas Griffin,1800854408,thomasgriffin@buymart.org,716,USA,BM-716-US,2023-01-07 00:00:00+00:00,820 Chandler Courts,M,25,Florida,Branch Worker,Anna Ellis,Product,Staff,Andrew Johns,done,,,44.44,Completed,,Product USA,Incomplete,,Product USA,Incomplete,,HR USA,Completed,,Florida USA,Completed,,Florida USA,Incomplete,,HR USA,Incomplete,,Florida USA,Completed,,HR USA,Completed,,Product USA,Incomplete,,Product USA,Incomplete,,Florida USA,Completed,,Product USA,Completed,,Product USA,Completed,,HR USA,Incomplete,,Product USA,Completed,,Product USA,Incomplete,,HR USA,Incomplete,,Product USA,Incomplete,,Florida USA,Completed,,Product USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,Pearson,Thomas Pearson,1800915910,thomaspearson@buymart.org,717,USA,BM-717-US,2023-01-07 00:00:00+00:00,4961 Copeland Stravenue,M,37,NorthCarolina,Branch Worker,Daniel Davis,Marketing,Staff,Anthony Soto,,,,38.89,Incomplete,,Marketing USA,Incomplete,,Marketing USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,Marketing USA,Completed,,HR USA,Incomplete,,Marketing USA,Completed,,HR USA,Completed,,NorthCarolina USA,Completed,,NorthCarolina USA,Completed,,HR USA,Incomplete,,NorthCarolina USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,Marketing USA,Incomplete,,NorthCarolina USA,Incomplete,,HR USA,Incomplete,,Marketing USA,Incomplete,,Marketing USA,Incomplete,,NorthCarolina USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,Taylor,Thomas Taylor,1800391218,thomastaylor@buymart.org,718,USA,BM-718-US,2023-01-07 00:00:00+00:00,393 Herrera Corners Suite 793,M,36,Texas,Branch Worker,Alexander Coleman,Marketing,Staff,Anthony Soto,,,,33.33,Completed,,Marketing USA,Incomplete,,Marketing USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,Texas USA,Incomplete,,HR USA,Completed,,Marketing USA,Incomplete,,Texas USA,Incomplete,,Marketing USA,Incomplete,,Texas USA,Incomplete,,Texas USA,Completed,,Marketing USA,Completed,,HR USA,Completed,,Marketing USA,Incomplete,,HR USA,Completed,,Texas USA,Incomplete,,Marketing USA,Incomplete,,Marketing USA,Completed,,Marketing USA,Completed,,Marketing USA,Completed,,Marketing USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiffany,Boyle,Tiffany Boyle,1800916369,tiffanyboyle@buymart.org,719,USA,BM-719-US,2023-01-07 00:00:00+00:00,42943 Weaver Mission,F,29,Massachusetts,Branch Worker,Crystal Barnes,HumanResources,Staff,Amanda Castillo,,,,33.33,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,HR USA,Completed,,HumanResources USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,HumanResources USA,Incomplete,,Massachusetts USA,Completed,,Massachusetts USA,Incomplete,,HumanResources USA,Incomplete,,HR USA,Incomplete,,HumanResources USA,Completed,,HumanResources USA,Completed,,HR USA,Incomplete,,HumanResources USA,Incomplete,,Massachusetts USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,HumanResources USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiffany,Keith,Tiffany Keith,1800698959,tiffanykeith@buymart.org,720,USA,BM-720-US,2023-01-07 00:00:00+00:00,39867 Tracie Road Suite 842,F,40,Utah,Branch Worker,Andrew Johnson,Marketing,Staff,Anthony Soto,done,,,16.67,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,Marketing USA,Incomplete,,Utah USA,Incomplete,,Marketing USA,Completed,,Utah USA,Incomplete,,Marketing USA,Completed,,Utah USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,Utah USA,Incomplete,,Utah USA,Incomplete,,Marketing USA,Incomplete,,Marketing USA,Incomplete,,Marketing USA,Incomplete,,Marketing USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,Marketing USA,Incomplete,,Utah USA,Incomplete,,Marketing USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiffany,Lee,Tiffany Lee,1800892059,tiffanylee@buymart.org,721,USA,BM-721-US,2023-01-07 00:00:00+00:00,471 Stephens Pine,F,47,California,Branch Worker,Alicia Jenkins,Marketing,Staff,Anthony Soto,done,,,27.78,Completed,,California USA,Incomplete,,HR USA,Incomplete,,California USA,Incomplete,,Marketing USA,Completed,,Marketing USA,Incomplete,,HR USA,Incomplete,,Marketing USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,California USA,Incomplete,,California USA,Completed,,HR USA,Incomplete,,Marketing USA,Incomplete,,Marketing USA,Completed,,California USA,Incomplete,,California USA,Incomplete,,California USA,Incomplete,,HR USA,Incomplete,,Marketing USA,Completed,,HR USA,Incomplete,,Marketing USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timothy,Frye,Timothy Frye,1800964676,timothyfrye@buymart.org,722,USA,BM-722-US,2023-01-07 00:00:00+00:00,21804 Hernandez Valley Suite 149,M,49,SouthDakota,Branch Worker,Melvin Sloan,UserExperience,Staff,Abigail Johnson,done,,,61.11,Incomplete,,SouthDakota USA,Completed,,SouthDakota USA,Incomplete,,SouthDakota USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,SouthDakota USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,SouthDakota USA,Completed,,HR USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,SouthDakota USA,Incomplete,,UserExperience USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Completed,,SouthDakota USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,UserExperience USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timothy,Le,Timothy Le,1800228150,timothyle@buymart.org,723,USA,BM-723-US,2023-01-07 00:00:00+00:00,1681 Hogan Locks Apt. 218,M,32,Texas,Branch Worker,Alexander Coleman,Merchandising,Staff,Brent Lozano,done,,,50.0,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,Merchandising USA,Incomplete,,Merchandising USA,Incomplete,,Merchandising USA,Completed,,Texas USA,Completed,,HR USA,Completed,,Texas USA,Completed,,Merchandising USA,Completed,,Texas USA,Completed,,Merchandising USA,Completed,,Merchandising USA,Incomplete,,Texas USA,Incomplete,,Merchandising USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,Texas USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,Merchandising USA,Incomplete,,Merchandising USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timothy,Warren,Timothy Warren,1800369943,timothywarren@buymart.org,724,USA,BM-724-US,2023-01-07 00:00:00+00:00,697 Hoffman Dam,M,37,Washington,Branch Worker,Anthony Jacobs,Technology,Staff,Alexander Page,,,,50.0,Incomplete,,Washington USA,Incomplete,,Washington USA,Completed,,Technology USA,Completed,,Technology USA,Incomplete,,Technology USA,Incomplete,,Washington USA,Completed,,HR USA,Completed,,Technology USA,Completed,,Technology USA,Completed,,Technology USA,Incomplete,,Washington USA,Completed,,HR USA,Incomplete,,Technology USA,Completed,,HR USA,Incomplete,,Washington USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,Washington USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tina,Hernandez,Tina Hernandez,1800719356,tinahernandez@buymart.org,725,USA,BM-725-US,2023-01-07 00:00:00+00:00,693 Garza Mill Apt. 498,F,35,California,Branch Worker,Alicia Jenkins,Marketing,Staff,Anthony Soto,done,,,33.33,Incomplete,,Marketing USA,Completed,,California USA,Incomplete,,HR USA,Incomplete,,California USA,Completed,,HR USA,Incomplete,,California USA,Incomplete,,HR USA,Incomplete,,Marketing USA,Incomplete,,HR USA,Completed,,California USA,Incomplete,,Marketing USA,Completed,,HR USA,Incomplete,,Marketing USA,Incomplete,,California USA,Incomplete,,California USA,Completed,,California USA,Incomplete,,California USA,Completed,,California USA,Incomplete,,HR USA,Completed,,HR USA,Incomplete,,California USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tina,Rivera,Tina Rivera,1800960455,tinarivera@buymart.org,726,USA,BM-726-US,2023-01-07 00:00:00+00:00,3983 Patel Summit,F,36,California,Branch Worker,Alicia Jenkins,UserExperience,Staff,Abigail Johnson,,,,61.11,Completed,,HR USA,Incomplete,,California USA,Completed,,California USA,Completed,,UserExperience USA,Completed,,HR USA,Completed,,UserExperience USA,Completed,,HR USA,Incomplete,,California USA,Completed,,UserExperience USA,Incomplete,,California USA,Incomplete,,HR USA,Incomplete,,UserExperience USA,Completed,,California USA,Completed,,California USA,Completed,,UserExperience USA,Completed,,California USA,Incomplete,,UserExperience USA,Incomplete,,California USA,Completed,,HR USA,Incomplete,,UserExperience USA,Completed,,California USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toni,Osborn,Toni Osborn,1800580266,toniosborn@buymart.org,727,USA,BM-727-US,2023-01-07 00:00:00+00:00,23164 Angela Locks,F,37,Florida,Branch Worker,Anna Ellis,Technology,Staff,Alexander Page,done,,,38.89,Incomplete,,Technology USA,Incomplete,,Technology USA,Incomplete,,Florida USA,Incomplete,,Florida USA,Incomplete,,Florida USA,Completed,,HR USA,Incomplete,,HR USA,Completed,,Florida USA,Incomplete,,HR USA,Incomplete,,Technology USA,Completed,,HR USA,Incomplete,,Technology USA,Completed,,Technology USA,Incomplete,,Technology USA,Completed,,Florida USA,Completed,,Technology USA,Completed,,Florida USA,Incomplete,,Technology USA,Incomplete,,HR USA,Incomplete,,Technology USA,Incomplete,,Technology USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tracey,Goodman,Tracey Goodman,1800735438,traceygoodman@buymart.org,728,USA,BM-728-US,2023-01-07 00:00:00+00:00,6401 Jacqueline Overpass Apt. 060,F,39,NorthCarolina,Branch Worker,Daniel Davis,UserExperience,Staff,Abigail Johnson,done,,,55.56,Completed,,UserExperience USA,Incomplete,,UserExperience USA,Incomplete,,HR USA,Incomplete,,NorthCarolina USA,Incomplete,,UserExperience USA,Incomplete,,UserExperience USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,NorthCarolina USA,Completed,,HR USA,Completed,,UserExperience USA,Completed,,NorthCarolina USA,Completed,,UserExperience USA,Completed,,NorthCarolina USA,Completed,,HR USA,Completed,,UserExperience USA,Incomplete,,HR USA,Incomplete,,UserExperience USA,Completed,,HR USA,Completed,,NorthCarolina USA,Completed,,NorthCarolina USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tracey,Wells,Tracey Wells,1800987065,traceywells@buymart.org,729,USA,BM-729-US,2023-01-07 00:00:00+00:00,0042 Jenkins Garden,F,21,California,Branch Worker,Alicia Jenkins,Technology,Staff,Alexander Page,,,,55.56,Incomplete,,Technology USA,Incomplete,,Technology USA,Completed,,California USA,Incomplete,,HR USA,Completed,,Technology USA,Incomplete,,California USA,Completed,,California USA,Incomplete,,Technology USA,Incomplete,,HR USA,Completed,,California USA,Completed,,HR USA,Completed,,Technology USA,Incomplete,,Technology USA,Completed,,HR USA,Completed,,Technology USA,Completed,,California USA,Incomplete,,HR USA,Incomplete,,Technology USA,Completed,,California USA,Completed,,Technology USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travis,Duarte,Travis Duarte,1800965341,travisduarte@buymart.org,730,USA,BM-730-US,2023-01-07 00:00:00+00:00,136 Wong Plaza Apt. 874,M,45,Kansas,Branch Worker,Deanna Brown,HumanResources,Staff,Amanda Castillo,done,,,61.11,Incomplete,,Kansas USA,Incomplete,,Kansas USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Completed,,Kansas USA,Completed,,HumanResources USA,Completed,,Kansas USA,Completed,,HR USA,Incomplete,,Kansas USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,Kansas USA,Completed,,Kansas USA,Completed,,Kansas USA,Incomplete,,Kansas USA,Completed,,Kansas USA,Completed,,HR USA,Incomplete,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tricia,Thompson,Tricia Thompson,1800419446,triciathompson@buymart.org,731,USA,BM-731-US,2023-01-07 00:00:00+00:00,438 Wilson Creek,F,44,Illinois,Branch Worker,Candace Gonzalez,HumanResources,Staff,Amanda Castillo,done,,,61.11,Incomplete,,HumanResources USA,Completed,,HR USA,Completed,,HumanResources USA,Completed,,Illinois USA,Completed,,Illinois USA,Completed,,Illinois USA,Completed,,Illinois USA,Incomplete,,HR USA,Completed,,HumanResources USA,Incomplete,,HR USA,Incomplete,,Illinois USA,Completed,,HumanResources USA,Incomplete,,Illinois USA,Incomplete,,HumanResources USA,Incomplete,,Illinois USA,Incomplete,,Illinois USA,Completed,,HR USA,Completed,,HR USA,Completed,,Illinois USA,Completed,,HumanResources USA,Incomplete,,HumanResources USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troy,Stephens,Troy Stephens,1800727061,troystephens@buymart.org,732,USA,BM-732-US,2023-01-07 00:00:00+00:00,920 Bailey Trail Suite 614,M,34,Massachusetts,Branch Worker,Crystal Barnes,CustomerService,Staff,Amanda Rogers,,,,55.56,Incomplete,,Massachusetts USA,Completed,,Massachusetts USA,Completed,,Massachusetts USA,Incomplete,,CustomerService USA,Incomplete,,Massachusetts USA,Completed,,CustomerService USA,Completed,,CustomerService USA,Completed,,Massachusetts USA,Incomplete,,Massachusetts USA,Completed,,CustomerService USA,Incomplete,,CustomerService USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,Massachusetts USA,Completed,,Massachusetts USA,Completed,,Massachusetts USA,Incomplete,,CustomerService USA,Completed,,Massachusetts USA,Completed,,CustomerService USA,Incomplete,,HR USA,Incomplete,,Massachusetts USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler,Webb,Tyler Webb,1800744200,tylerwebb@buymart.org,733,USA,BM-733-US,2023-01-07 00:00:00+00:00,426 Betty Plains Apt. 495,M,24,Texas,Branch Worker,Alexander Coleman,DataAnalyst,Staff,Allison Arnold,done,,,55.56,Incomplete,,HR USA,Incomplete,,Texas USA,Incomplete,,DataAnalyst USA,Incomplete,,Texas USA,Incomplete,,Texas USA,Completed,,DataAnalyst USA,Completed,,Texas USA,Completed,,Texas USA,Incomplete,,Texas USA,Incomplete,,Texas USA,Incomplete,,Texas USA,Completed,,Texas USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,Texas USA,Completed,,Texas USA,Completed,,Texas USA,Completed,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valerie,Swanson,Valerie Swanson,1800366696,valerieswanson@buymart.org,734,USA,BM-734-US,2023-01-07 00:00:00+00:00,2205 Shane Valleys Suite 975,F,22,NewYork,Branch Worker,Amanda Rodgers,Technology,Staff,Alexander Page,done,,,55.56,Completed,,HR USA,Completed,,NewYork USA,Incomplete,,HR USA,Incomplete,,NewYork USA,Incomplete,,Technology USA,Completed,,Technology USA,Completed,,NewYork USA,Completed,,Technology USA,Completed,,NewYork USA,Completed,,Technology USA,Incomplete,,NewYork USA,Incomplete,,HR USA,Incomplete,,NewYork USA,Completed,,Technology USA,Incomplete,,NewYork USA,Completed,,HR USA,Incomplete,,Technology USA,Completed,,NewYork USA,Completed,,NewYork USA,Incomplete,,HR USA,Completed,,Technology USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veronica,Vincent,Veronica Vincent,1800215768,veronicavincent@buymart.org,735,USA,BM-735-US,2023-01-07 00:00:00+00:00,4339 Freeman Highway,F,47,NewYork,Branch Worker,Amanda Rodgers,HumanResources,Staff,Amanda Castillo,,,,83.33,Completed,,NewYork USA,Completed,,NewYork USA,Completed,,HumanResources USA,Completed,,HR USA,Completed,,HumanResources USA,Completed,,HR USA,Completed,,HumanResources USA,Completed,,HumanResources USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,HumanResources USA,Completed,,HumanResources USA,Completed,,HumanResources USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,HR USA,Completed,,HR USA,Completed,,NewYork USA,Completed,,HumanResources USA,Completed,,HumanResources USA,Incomplete,,HR USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victoria,Dominguez,Victoria Dominguez,1800942359,victoriadominguez@buymart.org,736,USA,BM-736-US,2023-01-07 00:00:00+00:00,37250 Carey Crescent,F,40,SouthCarolina,Branch Worker,Dana Cruz,Marketing,Staff,Anthony Soto,done,,,38.89,Incomplete,,Marketing USA,Incomplete,,HR USA,Incomplete,,Marketing USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,Marketing USA,Completed,,SouthCarolina USA,Incomplete,,SouthCarolina USA,Incomplete,,SouthCarolina USA,Incomplete,,SouthCarolina USA,Completed,,Marketing USA,Completed,,Marketing USA,Incomplete,,HR USA,Incomplete,,Marketing USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,SouthCarolina USA,Incomplete,,HR USA,Completed,,SouthCarolina USA,Completed,,Marketing USA,Incomplete,,Marketing USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vincent,Pena,Vincent Pena,1800244191,vincentpena@buymart.org,737,USA,BM-737-US,2023-01-07 00:00:00+00:00,738 Montgomery Tunnel Apt. 626,M,51,California,Branch Worker,Alicia Jenkins,CustomerService,Staff,Amanda Rogers,,,,61.11,Completed,,CustomerService USA,Incomplete,,California USA,Incomplete,,California USA,Completed,,HR USA,Completed,,CustomerService USA,Completed,,HR USA,Incomplete,,CustomerService USA,Incomplete,,California USA,Completed,,HR USA,Completed,,CustomerService USA,Completed,,HR USA,Incomplete,,California USA,Completed,,California USA,Completed,,California USA,Completed,,CustomerService USA,Completed,,California USA,Completed,,California USA,Incomplete,,California USA,Incomplete,,CustomerService USA,Incomplete,,California USA,Completed,,California USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,Ellison,Virginia Ellison,1800998381,virginiaellison@buymart.org,738,USA,BM-738-US,2023-01-07 00:00:00+00:00,849 May Causeway,F,46,Tennessee,Branch Worker,Brandon Ray,DataAnalyst,Staff,Allison Arnold,done,,,55.56,Incomplete,,DataAnalyst USA,Incomplete,,DataAnalyst USA,Completed,,HR USA,Incomplete,,DataAnalyst USA,Completed,,Tennessee USA,Completed,,HR USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,Tennessee USA,Incomplete,,DataAnalyst USA,Incomplete,,Tennessee USA,Incomplete,,HR USA,Completed,,DataAnalyst USA,Completed,,DataAnalyst USA,Completed,,HR USA,Incomplete,,DataAnalyst USA,Completed,,DataAnalyst USA,Incomplete,,DataAnalyst USA,Completed,,HR USA,Incomplete,,HR USA,Completed,,DataAnalyst USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wanda,Smith,Wanda Smith,1800407152,wandasmith@buymart.org,739,USA,BM-739-US,2023-01-07 00:00:00+00:00,035 Kevin Stravenue Suite 279,F,46,Illinois,Branch Worker,Candace Gonzalez,Product,Staff,Andrew Johns,,,,61.11,Completed,,Illinois USA,Incomplete,,HR USA,Incomplete,,Illinois USA,Completed,,Product USA,Completed,,Product USA,Completed,,Product USA,Completed,,Illinois USA,Completed,,Product USA,Completed,,Product USA,Completed,,HR USA,Completed,,Illinois USA,Incomplete,,HR USA,Completed,,Product USA,Incomplete,,Product USA,Completed,,Illinois USA,Incomplete,,Illinois USA,Incomplete,,Product USA,Incomplete,,HR USA,Completed,,Illinois USA,Incomplete,,HR USA,Incomplete,,Product USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne,Wood,Wayne Wood,1800979838,waynewood@buymart.org,740,USA,BM-740-US,2023-01-07 00:00:00+00:00,909 Miller Rapids,M,22,Colorado,Branch Worker,Derek Lyons,Marketing,Staff,Anthony Soto,done,,,50.0,Completed,,Marketing USA,Incomplete,,Marketing USA,Completed,,HR USA,Incomplete,,Colorado USA,Completed,,HR USA,Completed,,HR USA,Incomplete,,Colorado USA,Incomplete,,Colorado USA,Completed,,Colorado USA,Completed,,HR USA,Completed,,Marketing USA,Completed,,HR USA,Incomplete,,Colorado USA,Incomplete,,Marketing USA,Completed,,HR USA,Completed,,Colorado USA,Incomplete,,Colorado USA,Incomplete,,Marketing USA,Incomplete,,Colorado USA,Completed,,HR USA,Incomplete,,Marketing USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William,Oconnor,William Oconnor,1800853280,williamoconnor@buymart.org,741,USA,BM-741-US,2023-01-07 00:00:00+00:00,324 Jones Gateway,M,38,Virginia,Branch Worker,Alyssa Jackson,Merchandising,Staff,Brent Lozano,,,,44.44,Incomplete,,HR USA,Completed,,Merchandising USA,Completed,,Virginia USA,Completed,,Virginia USA,Completed,,HR USA,Incomplete,,Merchandising USA,Incomplete,,Virginia USA,Completed,,Merchandising USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,HR USA,Incomplete,,Merchandising USA,Completed,,Virginia USA,Incomplete,,Virginia USA,Completed,,HR USA,Incomplete,,HR USA,Incomplete,,HR USA,Completed,,Merchandising USA,Incomplete,,Virginia USA,Incomplete,,Merchandising USA,Incomplete,,Virginia USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
